89842.68800000002,81.36515599999998,57,2166.721,1.9622703500000005,57,1804.6380000000001,1.6343537699999988,57,3540.883,3.2067688999999997,13,7680.950000000001,6.95618,2,695.664,0.6300214999999999,9,33.167,0.0300374,1,1024.88,0.928171,1,2.717,0.00246063,1,9.736,0.00881732,1,106802.04400000007,96.72423686999997,199
95400.09300000002,76.22019030000001,57,4118.13,3.2901922100000003,57,2778.074000000001,2.2195500999999993,57,5921.695999999999,4.7311525,13,11317.19,9.0419,2,944.3040000000001,0.7544542,9,39.179,0.0313022,1,1189.55,0.950391,1,2.639,0.00210844,1,10.122,0.008087,1,121720.97700000003,97.24932795,199
99452.23300000001,83.50750799999996,57,1900.266,1.5956051,57,1440.389,1.2094580899999996,57,4401.128000000001,3.6955148,13,7390.85,6.2059,2,705.2049999999999,0.5921427,9,38.111,0.0320008,1,756.484,0.6352,1,2.586,0.0021714,1,10.541,0.00885101,1,116097.793,97.48435189999995,199
103453.69300000001,84.36720700000001,57,1947.4189999999987,1.5881348899999999,57,1538.0530000000003,1.2542935000000002,57,4247.51,3.4638734999999996,13,7040.8,5.741820000000001,2,670.729,0.5469848,9,38.08,0.0310545,1,765.461,0.624239,1,4.824,0.00393401,1,10.034,0.0081828,1,119716.60299999996,97.629724,199
92088.31900000005,84.04693800000001,57,1464.728,1.3368229999999999,57,1357.7210000000005,1.2391608,57,3714.4619999999995,3.3901054000000004,13,7025.34,6.4118699999999995,2,583.215,0.5322869,9,34.569,0.0315503,1,575.052,0.524837,1,2.67,0.00243685,1,10.229,0.00933577,1,106856.30500000007,97.52534402000003,199
70909.77499999998,76.84920399999999,57,2185.577,2.3686415000000003,57,1864.2159999999997,2.0203637999999993,57,3516.654,3.8112111000000004,13,9345.36,10.12813,2,673.328,0.7297259999999999,9,39.187,0.0424693,1,1177.69,1.27633,1,2.701,0.00292724,1,9.86,0.0106859,1,89724.34800000004,97.23968884000003,199
89346.59400000001,80.579438,57,2252.593000000001,2.0315559899999998,57,1842.655,1.6618434000000004,57,3692.9279999999994,3.3305575,13,9294.43,8.38242,2,752.319,0.6784973000000001,9,33.972,0.0306385,1,976.326,0.880524,1,2.887,0.00260371,1,9.942,0.00896644,1,108204.64600000001,97.58704484000005,199
87740.63100000001,80.57970299999998,57,2142.5850000000005,1.9677181700000004,57,1803.368,1.6561874600000004,57,3441.583,3.1606986,13,9352.22,8.58895,2,661.105,0.6071491,9,34.615,0.0317899,1,1187.45,1.09054,1,2.827,0.00259628,1,10.14,0.00931243,1,106376.524,97.69464493999996,199
70343.53400000001,77.20914999999995,57,2021.28,2.2185600999999995,57,1713.6269999999997,1.8808786000000006,57,3480.6250000000005,3.8203391000000004,13,9459.04,10.382259999999999,2,636.3639999999999,0.698474,9,30.516,0.0334944,1,982.442,1.07833,1,2.558,0.00280766,1,9.642,0.0105831,1,88679.62800000003,97.33487695999989,199
89900.19499999998,81.0246359,57,2109.827000000001,1.9015292,57,1783.7679999999996,1.6076609000000006,57,3507.0979999999995,3.1608513000000005,13,9526.3,8.58579,2,644.5630000000001,0.5809266,9,34.207,0.0308298,1,963.13,0.868043,1,2.344,0.00211258,1,9.264,0.00834939,1,108480.69600000004,97.77072867000001,199
407849.67000000004,89.82696700000001,104,11906.957000000006,2.6224518469999993,346,1281.3469999999998,0.28221059,104,8099.960000000004,1.7839789000000006,312,1170.8370000000004,0.2578712900000001,104,4571.395999999997,1.0068283299999998,100,432.963,0.0953581,1,4623.875999999999,1.0183868799999998,66,44.593,0.0098214,1,1276.01,0.281036,1,441257.6090000004,97.18491033700009,1139
435166.91000000003,90.31447399999998,104,11346.442999999997,2.354839669000003,346,1375.2559999999994,0.28542048,104,8234.526,1.7089924499999993,312,1375.5129999999997,0.28547391999999994,104,3838.2090000000003,0.7965816299999999,100,373.971,0.0776139,1,4820.338000000001,1.0004126400000002,66,43.928,0.00911681,1,1344.06,0.278947,1,467919.1539999997,97.11187249899994,1139
426386.0680000002,90.13266599999996,104,11352.212,2.399715684999998,346,1388.6370000000004,0.29354041999999997,104,8315.559000000005,1.75780455,312,1396.894,0.29528587000000006,104,4000.564,0.8456691199999998,100,383.709,0.0811113,1,4622.159000000001,0.9770660200000001,66,44.989,0.00951011,1,1408.31,0.297699,1,459299.1010000006,97.09006807499989,1139
426973.251,90.14394100000001,104,11143.761000000011,2.3527048950000022,346,1415.144,0.2987696100000001,104,8013.220000000004,1.6917762800000005,312,1259.6850000000009,0.26594865,104,4276.276,0.9028211000000002,100,457.592,0.0966083,1,4249.131,0.8970899299999999,66,48.686,0.0102787,1,1645.81,0.347469,1,459482.5560000007,97.00740746500003,1139
