Name                                       Duration (us)  Percent  Device  Count                                                               Argument Shapes              Hash  data_layout  kernel_layout  layout  out_layout  
tvmgen_default_fused_nn_conv2d_11             128,157.75    26.92    cpu0     23     float32[1, 256, 14, 14], float32[256, 256, 3, 3], float32[1, 256, 14, 14]  102ca68b15acf6ed         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_14              78,373.49    16.46    cpu0     22   float32[1, 1024, 14, 14], float32[256, 1024, 1, 1], float32[1, 256, 14, 14]  38f84bb015a2b952         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_12              77,098.50    16.20    cpu0     23   float32[1, 256, 14, 14], float32[1024, 256, 1, 1], float32[1, 1024, 14, 14]  4a75bcf8ffd598be         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_6               24,959.42     5.24    cpu0      4     float32[1, 128, 28, 28], float32[128, 128, 3, 3], float32[1, 128, 28, 28]  56a142616996fd9b         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_16              20,736.00     4.36    cpu0      3         float32[1, 512, 7, 7], float32[512, 512, 3, 3], float32[1, 512, 7, 7]  276b1bf1f8e3b39b         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_2               16,552.68     3.48    cpu0      3         float32[1, 64, 56, 56], float32[64, 64, 3, 3], float32[1, 64, 56, 56]  ecc925d282246df8         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_3               11,970.18     2.51    cpu0      4       float32[1, 64, 56, 56], float32[256, 64, 1, 1], float32[1, 256, 56, 56]  4661840ceddb3dd0         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_7               11,446.82     2.40    cpu0      4     float32[1, 128, 28, 28], float32[512, 128, 1, 1], float32[1, 512, 28, 28]  75f8ab87f5e00be5         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_17               9,431.47     1.98    cpu0      3       float32[1, 512, 7, 7], float32[2048, 512, 1, 1], float32[1, 2048, 7, 7]  307d72e1ef93587a         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_9                9,280.59     1.95    cpu0      3     float32[1, 512, 28, 28], float32[128, 512, 1, 1], float32[1, 128, 28, 28]  2e1a98329397a6ba         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_8                7,021.93     1.48    cpu0      1     float32[1, 256, 56, 56], float32[512, 256, 1, 1], float32[1, 512, 28, 28]  cc43ce550f3669c0         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_18               6,689.69     1.41    cpu0      1   float32[1, 1024, 14, 14], float32[2048, 1024, 1, 1], float32[1, 2048, 7, 7]  086626fb983488e9         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_4                6,433.12     1.35    cpu0      2       float32[1, 256, 56, 56], float32[64, 256, 1, 1], float32[1, 64, 56, 56]  29aadc13e1f63dcf         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_19               6,408.69     1.35    cpu0      2       float32[1, 2048, 7, 7], float32[512, 2048, 1, 1], float32[1, 512, 7, 7]  b6bd738f029bfaf8         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d                  6,179.49     1.30    cpu0      1       float32[1, 3, 224, 224], float32[64, 3, 7, 7], float32[1, 64, 112, 112]  2dcc36ff177ff7f3         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_13               5,139.33     1.08    cpu0      1   float32[1, 512, 28, 28], float32[1024, 512, 1, 1], float32[1, 1024, 14, 14]  82064d526243da34         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_10               1,822.15     0.38    cpu0      1     float32[1, 512, 28, 28], float32[256, 512, 1, 1], float32[1, 256, 14, 14]  0bb6aa789cc92d18         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_15               1,788.00     0.38    cpu0      1     float32[1, 1024, 14, 14], float32[512, 1024, 1, 1], float32[1, 512, 7, 7]  4d558af09fef0400         NCHW           OIHW                      
tvmgen_default_fused_nn_conv2d_5                1,737.09     0.36    cpu0      1     float32[1, 256, 56, 56], float32[128, 256, 1, 1], float32[1, 128, 28, 28]  e437cc4df5209bcd         NCHW           OIHW                      
tvmgen_default_fused_add_19                     1,642.05     0.34    cpu0     23  float32[1, 1024, 14, 14], float32[1, 1024, 14, 14], float32[1, 1024, 14, 14]  0521651fff67a1b0                                                  
tvmgen_default_fused_nn_bias_add_5              1,500.74     0.32    cpu0     23             float32[1, 1024, 14, 14], float32[1024], float32[1, 1024, 14, 14]  b08257a6ef7eab9c                                                  
tvmgen_default_fused_multiply_3                 1,330.63     0.28    cpu0    100                                      float32[256], float32[256], float32[256]  148aae3520e4f16f                                                  
tvmgen_default_fused_multiply_11                1,306.43     0.27    cpu0     24       float32[1, 1024, 14, 14], float32[1024, 1, 1], float32[1, 1024, 14, 14]  c609ece817963a81                                                  
tvmgen_default_fused_nn_relu_6                  1,215.72     0.26    cpu0     23                            float32[1, 1024, 14, 14], float32[1, 1024, 14, 14]  bc643c54126dfacb                                                  
tvmgen_default_fused_nn_dense                   1,207.60     0.25    cpu0      1                       float32[1, 2048], float32[1000, 2048], float32[1, 1000]  d5eb464f657dea79                                                  
tvmgen_default_fused_add_18                     1,181.79     0.25    cpu0     24       float32[1, 1024, 14, 14], float32[1024, 1, 1], float32[1, 1024, 14, 14]  07401136a059a852                                                  
tvmgen_default_fused_add_15                     1,086.76     0.23    cpu0     46          float32[1, 256, 14, 14], float32[256, 1, 1], float32[1, 256, 14, 14]  68d2632744b5fbc3                                                  
tvmgen_default_fused_multiply_9                 1,058.84     0.22    cpu0     46          float32[1, 256, 14, 14], float32[256, 1, 1], float32[1, 256, 14, 14]  1702cebea80e31ed                                                  
tvmgen_default_fused_nn_relu_5                  1,027.56     0.22    cpu0     46                              float32[1, 256, 14, 14], float32[1, 256, 14, 14]  346ba2f565b78c41                                                  
tvmgen_default_fused_add_4                        867.38     0.18    cpu0     50                                         float32[256], float32[], float32[256]  b4b5144296909f79                                                  
tvmgen_default_fused_nn_conv2d_1                  854.99     0.18    cpu0      1         float32[1, 64, 56, 56], float32[64, 64, 1, 1], float32[1, 64, 56, 56]  c1e6ee8288d5158d         NCHW           OIHW                      
tvmgen_default_fused_rsqrt_1                      721.20     0.15    cpu0     50                                                    float32[256], float32[256]  9b2e34fb6a6bfbe9                                                  
tvmgen_default_fused_multiply_10                  681.20     0.14    cpu0     48                                   float32[1024], float32[1024], float32[1024]  b90f17027d27054c                                                  
tvmgen_default_fused_negative_1                   654.31     0.14    cpu0     50                                                    float32[256], float32[256]  860daf3f81d2cb63                                                  
tvmgen_default_fused_nn_bias_add_4                640.37     0.13    cpu0     23                float32[1, 256, 14, 14], float32[256], float32[1, 256, 14, 14]  22af230e3c6b1f1a                                                  
tvmgen_default_fused_add_7                        601.37     0.13    cpu0      3     float32[1, 256, 56, 56], float32[1, 256, 56, 56], float32[1, 256, 56, 56]  7dcbb76e6587b0ac                                                  
tvmgen_default_fused_add_5                        595.69     0.13    cpu0     50                                      float32[256], float32[256], float32[256]  da3ff5444665d9ba                                                  
tvmgen_default_fused_multiply_4                   570.55     0.12    cpu0      4          float32[1, 256, 56, 56], float32[256, 1, 1], float32[1, 256, 56, 56]  b16d921f9a314ce4                                                  
tvmgen_default_fused_add_6                        499.35     0.10    cpu0      4          float32[1, 256, 56, 56], float32[256, 1, 1], float32[1, 256, 56, 56]  32d56419d578e7b8                                                  
tvmgen_default_fused_nn_bias_add_1                427.20     0.09    cpu0      3                float32[1, 256, 56, 56], float32[256], float32[1, 256, 56, 56]  fdcc6546a3583528                                                  
tvmgen_default_fused_nn_max_pool2d                406.83     0.09    cpu0      1                              float32[1, 64, 112, 112], float32[1, 64, 56, 56]  f9a2c55cab74f218                                NCHW              
tvmgen_default_fused_nn_relu_2                    396.46     0.08    cpu0      3                              float32[1, 256, 56, 56], float32[1, 256, 56, 56]  2920dd789f380081                                                  
tvmgen_default_fused_add_14                       385.21     0.08    cpu0      4     float32[1, 512, 28, 28], float32[1, 512, 28, 28], float32[1, 512, 28, 28]  fa0372908a2a8e22                                                  
tvmgen_default_fused_add_16                       374.10     0.08    cpu0     24                                       float32[1024], float32[], float32[1024]  07ecbb993e5b694d                                                  
