aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenate,aggregated_percentage_concatenate,aggregated_count_concatenate,aggregated_duration_transpose,aggregated_percentage_transpose,aggregated_count_transpose,aggregated_duration_stridedslice,aggregated_percentage_stridedslice,aggregated_count_stridedslice,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,label_model_name
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x2_0.onnx
196851.59300000002,90.4111108,56.0,217729.43100000004,99.99999842999999,211.0,5441.339999999999,2.4991274,56.0,3934.857000000001,1.8072233000000004,37.0,386.819,0.17766,1.0,2621.067,1.2038184,16.0,4156.5689999999995,1.9090526,16.0,1953.2419999999997,0.8970956000000002,26.0,149.172,0.0685125,1.0,2231.01,1.02467,1.0,3.762,0.00172783,1.0,shufflenet_v2_x2_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x2_0.onnx
196894.80800000002,90.46558329999998,56.0,217646.08200000002,100.00000275000002,211.0,5410.894999999999,2.4861005,56.0,3898.514999999999,1.7912177999999999,37.0,386.329,0.177503,1.0,2624.4199999999996,1.2058205999999998,16.0,4160.599,1.9116364,16.0,1966.588,0.9035718,26.0,155.428,0.0714132,1.0,2143.57,0.984891,1.0,4.93,0.00226515,1.0,shufflenet_v2_x2_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x2_0.onnx
197217.458,90.46909570000001,56.0,217994.30400000003,100.00000777000001,211.0,5426.539999999999,2.4893035,56.0,3902.9700000000003,1.7903999999999995,37.0,390.029,0.178917,1.0,2582.253,1.1845503,16.0,4163.566,1.9099426000000002,16.0,1931.8,0.8861699999999997,26.0,150.467,0.0690234,1.0,2225.46,1.02088,1.0,3.761,0.00172527,1.0,shufflenet_v2_x2_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x2_0.onnx
197225.73699999994,90.46711420000003,56.0,218008.12699999998,99.99996198000002,211.0,5447.791000000001,2.4988937000000004,56.0,3888.0260000000007,1.7834319000000003,37.0,367.349,0.168502,1.0,2621.4890000000005,1.2024726999999997,16.0,4147.025,1.9022348999999998,16.0,1930.546,0.8855385000000001,26.0,151.567,0.0695236,1.0,2224.65,1.02044,1.0,3.947,0.00181048,1.0,shufflenet_v2_x2_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x2_0.onnx
197005.9439999999,90.40304749999999,56.0,217919.60499999975,100.00000686000003,211.0,5478.081000000003,2.5138073999999997,56.0,3938.2260000000006,1.8071919999999997,37.0,385.056,0.176696,1.0,2626.6729999999993,1.2053391,16.0,4152.439999999999,1.9054906,16.0,1947.703,0.8937710000000001,26.0,153.641,0.0705035,1.0,2227.81,1.02231,1.0,4.031,0.00184976,1.0,shufflenet_v2_x2_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x2_0.onnx
196717.03900000002,90.40555609999998,56.0,217593.95000000004,99.99999297999993,211.0,5447.551,2.503538499999999,56.0,3922.454999999999,1.8026489999999993,37.0,387.253,0.17797,1.0,2640.6200000000003,1.2135548999999999,16.0,4156.771,1.9103350000000001,16.0,1947.234,0.8948934000000001,26.0,147.057,0.0675832,1.0,2223.96,1.02207,1.0,4.01,0.00184288,1.0,shufflenet_v2_x2_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x2_0.onnx
196908.73099999997,90.44224320000001,56.0,217717.63499999983,99.99999055,211.0,5429.8460000000005,2.4939845000000007,56.0,3895.2970000000005,1.7891515999999996,37.0,392.122,0.180106,1.0,2599.109,1.1937978,16.0,4156.415,1.9090857,16.0,1944.3829999999998,0.893075,26.0,152.531,0.0700591,1.0,2234.83,1.02648,1.0,4.371,0.00200765,1.0,shufflenet_v2_x2_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x2_0.onnx
