aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_concatenatereshapetransposereshape,aggregated_percentage_concatenatereshapetransposereshape,aggregated_count_concatenatereshapetransposereshape,aggregated_duration_stridedslice,aggregated_percentage_stridedslice,aggregated_count_stridedslice,aggregated_duration_stridedsliceconcatenatereshapetransposereshape,aggregated_percentage_stridedsliceconcatenatereshapetransposereshape,aggregated_count_stridedsliceconcatenatereshapetransposereshape,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
19335.961,72.69162000000001,37.0,26599.973000000005,100.0000379,88.0,373.042,1.40242,1.0,2783.475,10.464209,19.0,163.854,0.615993,3.0,184.331,0.6929749000000001,13.0,700.8389999999999,2.634736,13.0,75.141,0.282485,1.0,2983.33,11.2156,1.0,shufflenet_v2_x0_5.onnx
19264.434,72.53920599999998,37.0,26557.276999999995,100.00001219999999,88.0,371.254,1.39794,1.0,2797.2790000000005,10.533000999999999,19.0,161.609,0.60853,3.0,183.91599999999997,0.6925262000000001,13.0,701.532,2.641582,13.0,72.243,0.272027,1.0,3005.01,11.3152,1.0,shufflenet_v2_x0_5.onnx
19324.775999999994,72.65014900000001,37.0,26599.757999999994,100.00002490000003,88.0,373.253,1.40322,1.0,2796.1400000000003,10.511921000000001,19.0,164.415,0.618107,3.0,183.34699999999998,0.6892818999999999,13.0,701.4910000000001,2.637213,13.0,73.956,0.278033,1.0,2982.38,11.2121,1.0,shufflenet_v2_x0_5.onnx
19921.475,73.252242,37.0,27195.723,99.99999589999999,88.0,365.961,1.34566,1.0,2790.105,10.259346999999998,19.0,163.117,0.5997889999999999,3.0,181.94599999999997,0.6690238999999999,13.0,705.289,2.59338,13.0,73.96,0.271954,1.0,2993.87,11.0086,1.0,shufflenet_v2_x0_5.onnx
19283.381,72.63588200000001,37.0,26548.021,100.00000610000004,88.0,372.637,1.40363,1.0,2800.4309999999996,10.548534,19.0,164.83700000000002,0.6209,3.0,181.287,0.6828631,13.0,701.064,2.640735,13.0,72.174,0.271862,1.0,2972.21,11.1956,1.0,shufflenet_v2_x0_5.onnx
19223.550000000003,72.60341599999998,37.0,26477.46700000002,100.00000449999999,88.0,369.209,1.39443,1.0,2773.4010000000003,10.474583,19.0,162.992,0.6155889999999999,3.0,182.782,0.6903314999999999,13.0,703.946,2.658664,13.0,74.717,0.282191,1.0,2986.87,11.2808,1.0,shufflenet_v2_x0_5.onnx
19267.254,72.607021,37.0,26536.338000000003,100.00003269999998,88.0,368.977,1.39046,1.0,2792.412,10.52299,19.0,163.214,0.615059,3.0,183.68099999999998,0.6921877,13.0,701.3119999999999,2.642841,13.0,72.278,0.272374,1.0,2987.21,11.2571,1.0,shufflenet_v2_x0_5.onnx
19876.038,73.24519400000003,37.0,27136.317999999992,100.00001940000004,88.0,373.546,1.37655,1.0,2781.9090000000006,10.251591999999999,19.0,163.673,0.6031500000000001,3.0,184.073,0.6783264,13.0,703.2669999999999,2.5916040000000002,13.0,72.862,0.268503,1.0,2980.95,10.9851,1.0,shufflenet_v2_x0_5.onnx
19267.053,72.702576,37.0,26501.191000000006,100.00003029999996,88.0,372.062,1.40395,1.0,2786.024,10.512834999999999,19.0,163.644,0.617497,3.0,184.50600000000003,0.6962183,13.0,701.1179999999999,2.6456099999999996,13.0,72.784,0.274644,1.0,2954.0,11.1467,1.0,shufflenet_v2_x0_5.onnx
19232.875000000004,72.61056900000001,37.0,26487.70300000001,99.9999861,88.0,367.229,1.38641,1.0,2783.068,10.507034,19.0,163.082,0.61569,3.0,186.001,0.7022171,13.0,702.213,2.6510929999999995,13.0,73.655,0.278073,1.0,2979.58,11.2489,1.0,shufflenet_v2_x0_5.onnx
19259.312000000005,72.63452199999999,37.0,26515.364000000005,99.99994529999998,88.0,368.132,1.38837,1.0,2791.1509999999994,10.526522999999997,19.0,163.829,0.6178640000000001,3.0,182.89700000000005,0.6897763,13.0,700.135,2.6404829999999997,13.0,74.908,0.282507,1.0,2975.0,11.2199,1.0,shufflenet_v2_x0_5.onnx
19826.293999999994,73.140353,37.0,27107.206999999988,100.00005730000001,88.0,369.841,1.36436,1.0,2781.489,10.261056000000002,19.0,162.019,0.5976969999999999,3.0,183.03099999999998,0.6752113,13.0,700.7069999999999,2.584947,13.0,74.066,0.273233,1.0,3009.76,11.1032,1.0,shufflenet_v2_x0_5.onnx
