aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenatemultiplyaddnnrelu,aggregated_percentage_concatenatemultiplyaddnnrelu,aggregated_count_concatenatemultiplyaddnnrelu,aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,aggregated_duration_nnpad,aggregated_percentage_nnpad,aggregated_count_nnpad,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
1024538.2799999999,20.26236020000001,79.0,5056363.365000005,100.00002163999999,251.0,1470.08,0.0290739,1.0,43267.95400000001,0.8557134200000001,82.0,3977529.3500000015,78.66385070000004,81.0,1468.565,0.029043890000000003,3.0,765.2199999999999,0.0151338,3.0,151.576,0.00299773,1.0,7172.34,0.141848,1.0,densenet161.onnx
1028984.9899999998,20.245978700000006,79.0,5082414.999999999,100.00000216000001,251.0,1468.7,0.0288977,1.0,43265.075000000026,0.8512701099999997,82.0,3999270.080000001,78.68838960000002,81.0,1473.301,0.028988180000000002,3.0,778.42,0.015315949999999998,3.0,147.894,0.00290992,1.0,7026.54,0.138252,1.0,densenet161.onnx
1028625.2700000003,20.383702400000004,79.0,5046313.266000003,100.00002166999995,251.0,1468.11,0.0290928,1.0,43331.91799999999,0.8586847300000003,82.0,3963458.1200000006,78.541676,81.0,1474.376,0.029216870000000002,3.0,764.508,0.01514983,3.0,150.584,0.00298404,1.0,7040.38,0.139515,1.0,densenet161.onnx
971822.1800000002,19.2806846,79.0,5040390.888999999,100.00000837000012,251.0,1464.84,0.029062,1.0,43326.48300000001,0.8595861100000003,82.0,4014211.7700000005,79.64089670000001,81.0,1473.203,0.02922793,3.0,770.3430000000001,0.0152834,3.0,148.32,0.00294263,1.0,7173.75,0.142325,1.0,densenet161.onnx
1029847.9799999997,20.439169699999997,79.0,5038600.913000002,99.99998360000005,251.0,1463.41,0.029044,1.0,43279.44300000001,0.8589580600000003,82.0,3954563.480000002,78.48532709999999,81.0,1476.8890000000001,0.029311519999999997,3.0,768.3240000000001,0.01524875,3.0,151.887,0.00301447,1.0,7049.5,0.13991,1.0,densenet161.onnx
1025865.5800000002,20.162068099999992,79.0,5088098.711000002,100.00000668999982,251.0,1463.67,0.0287666,1.0,43317.135,0.85134286,82.0,4008031.7700000005,78.77268029999998,81.0,1471.923,0.02892879,3.0,771.0730000000001,0.015154449999999998,3.0,150.18,0.00295159,1.0,7027.38,0.138114,1.0,densenet161.onnx
1028373.5699999998,20.296216100000006,79.0,5066824.264999998,99.9999951700001,251.0,1465.15,0.0289166,1.0,43249.392000000014,0.8535798800000002,82.0,3984160.280000001,78.63229140000001,81.0,1473.8870000000002,0.029088940000000004,3.0,774.319,0.01528214,3.0,144.917,0.00286011,1.0,7182.75,0.14176,1.0,densenet161.onnx
971652.3700000003,19.289031700000013,79.0,5037328.5550000025,99.99998384000007,251.0,1470.47,0.0291914,1.0,43296.956,0.85952244,82.0,4011518.5100000007,79.63582529999998,81.0,1440.204,0.02859059,3.0,776.74,0.01541967,3.0,150.855,0.00299474,1.0,7022.45,0.139408,1.0,densenet161.onnx
1027162.7500000001,20.337741300000005,79.0,5050526.564000006,100.00000212999998,251.0,1470.68,0.0291193,1.0,43312.04000000001,0.8575746299999999,82.0,3969156.0900000012,78.58895210000004,81.0,1471.2179999999998,0.02913003,3.0,779.247,0.015429019999999998,3.0,149.079,0.00295175,1.0,7025.46,0.139104,1.0,densenet161.onnx
1025191.89,20.132627700000008,79.0,5092189.568999999,100.00001342999998,251.0,1471.7,0.0289011,1.0,43272.98,0.8497910599999997,82.0,4012827.349999999,78.80359349999998,81.0,1472.125,0.02890948,3.0,771.0079999999999,0.015140990000000002,3.0,147.806,0.0029026,1.0,7034.71,0.138147,1.0,densenet161.onnx
1026199.1599999999,20.248510499999988,79.0,5068024.970999995,99.99998641,251.0,1468.78,0.0289813,1.0,43274.323,0.8538694299999999,82.0,3987512.4899999993,78.67978969999999,81.0,1473.586,0.029076159999999997,3.0,777.173,0.01533483,3.0,150.089,0.00296149,1.0,7169.37,0.141463,1.0,densenet161.onnx
970867.46,19.274737899999998,79.0,5036994.800999997,99.99999713000007,251.0,1468.8,0.0291602,1.0,43308.70600000001,0.8598119500000002,82.0,4011907.5199999996,79.64882780000005,81.0,1478.146,0.029345770000000004,3.0,775.421,0.01539452,3.0,150.958,0.00299699,1.0,7037.79,0.139722,1.0,densenet161.onnx
1032074.3399999996,20.42117929999999,79.0,5053939.744000004,100.00001861999992,251.0,1466.4,0.029015,1.0,43282.36899999999,0.8564087799999995,82.0,3967675.9499999997,78.50661709999997,81.0,1472.183,0.029129409999999998,3.0,773.2509999999999,0.01529997,3.0,148.791,0.00294406,1.0,7046.46,0.139425,1.0,densenet161.onnx
1024082.2899999998,20.1209077,79.0,5089642.3340000035,100.00000288999996,251.0,1464.21,0.0287684,1.0,43256.362000000016,0.8498896099999999,82.0,4011412.4399999995,78.81521739999998,81.0,1480.255,0.029083690000000002,3.0,772.636,0.015180550000000001,3.0,150.681,0.00296054,1.0,7023.46,0.137995,1.0,densenet161.onnx
