aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dnnbiasaddaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddaddnnrelu,aggregated_count_nnconv2dnnbiasaddaddnnrelu,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
454618.60000000003,66.79614000000001,9.0,680606.356,100.0000393,23.0,976.752,0.143512,1.0,218663.0,32.12769,8.0,4933.7,0.7248969999999999,3.0,41.274,0.0060643,1.0,1373.03,0.201736,1.0,resnet18.onnx
451117.4,66.75809000000001,9.0,675749.2999999999,99.99997466000002,23.0,984.174,0.145642,1.0,217365.6,32.16659,8.0,4866.77,0.720203,3.0,41.286,0.00610966,1.0,1374.07,0.20334,1.0,resnet18.onnx
454589.4,66.66677,9.0,681883.4639999998,100.0000264,23.0,981.365,0.14392,1.0,219968.2,32.2589,8.0,4924.88,0.7222459999999999,3.0,41.509,0.0060874,1.0,1378.11,0.202103,1.0,resnet18.onnx
422786.10000000003,65.31181,9.0,647335.6960000001,100.00004344,23.0,984.331,0.152059,1.0,217358.9,33.577420000000004,8.0,4795.7699999999995,0.740847,3.0,42.125,0.00650744,1.0,1368.47,0.2114,1.0,resnet18.onnx
452595.69999999995,66.57838,9.0,679794.01,100.00001958,23.0,978.702,0.14397,1.0,220004.2,32.36336,8.0,4805.34,0.7068829999999999,3.0,43.368,0.00637958,1.0,1366.7,0.201047,1.0,resnet18.onnx
451369.9,66.74828000000001,9.0,676227.334,100.00001615000001,23.0,981.808,0.145189,1.0,217475.9,32.16016,8.0,4973.38,0.73546,3.0,41.846,0.00618815,1.0,1384.5,0.204739,1.0,resnet18.onnx
456895.2,66.75795,9.0,684405.223,99.9999509,23.0,976.988,0.14275,1.0,220033.3,32.14956,8.0,5087.0,0.7432730000000001,3.0,42.145,0.0061579,1.0,1370.59,0.20026,1.0,resnet18.onnx
422365.30000000005,65.25544000000001,9.0,647249.528,100.0000233,23.0,981.772,0.151684,1.0,217554.3,33.61211,8.0,4924.66,0.76086,3.0,41.756,0.0064513,1.0,1381.74,0.213478,1.0,resnet18.onnx
455359.10000000003,66.54914000000001,9.0,684244.9180000002,100.00002084,23.0,976.477,0.142709,1.0,221325.99999999997,32.34604,8.0,5154.16,0.753262,3.0,42.511,0.00621284,1.0,1386.67,0.202657,1.0,resnet18.onnx
450963.3,66.71542,9.0,675950.9060000001,100.00005118,23.0,981.329,0.145178,1.0,217837.99999999997,32.22691999999999,8.0,4743.7300000000005,0.7017869999999999,3.0,41.437,0.00613018,1.0,1383.11,0.204616,1.0,resnet18.onnx
455486.60000000003,66.69128,9.0,682977.76,99.99999638,23.0,978.737,0.143304,1.0,220299.90000000002,32.25579,8.0,4794.78,0.70204,3.0,41.193,0.00603138,1.0,1376.55,0.201551,1.0,resnet18.onnx
423453.69999999995,65.25664999999998,9.0,648904.8940000001,99.99996230999999,23.0,976.684,0.150513,1.0,218179.5,33.6227,8.0,4879.969999999999,0.752033,3.0,40.02,0.00616731,1.0,1375.02,0.211899,1.0,resnet18.onnx
453981.4999999999,66.6334,9.0,681312.349,99.99999137,23.0,977.803,0.143518,1.0,220070.7,32.30098,8.0,4854.41,0.7125079999999999,3.0,43.116,0.00632837,1.0,1384.82,0.203257,1.0,resnet18.onnx
450150.10000000003,66.70605,9.0,674826.3910000001,99.99999306,23.0,984.833,0.145939,1.0,217276.6,32.19741,8.0,5009.9800000000005,0.74241,3.0,43.358,0.00642506,1.0,1361.52,0.201759,1.0,resnet18.onnx
456112.1,66.69097,9.0,683919.1440000002,100.00000416,23.0,978.514,0.143074,1.0,220350.3,32.21874,8.0,5076.1900000000005,0.74222,3.0,42.11,0.00615716,1.0,1359.93,0.198843,1.0,resnet18.onnx
423403.00000000006,65.35269000000001,9.0,647874.4099999998,100.00004907,23.0,980.606,0.151357,1.0,217200.0,33.52501,8.0,4870.26,0.751729,3.0,42.514,0.00656207,1.0,1378.03,0.212701,1.0,resnet18.onnx
455720.6,66.80654,9.0,682149.2560000002,99.99995469000001,23.0,984.855,0.144375,1.0,219175.2,32.130089999999996,8.0,4849.23,0.710877,3.0,41.991,0.00615569,1.0,1377.38,0.201917,1.0,resnet18.onnx
450513.19999999995,66.66499,9.0,675787.0780000001,100.00006636999997,23.0,977.599,0.144661,1.0,217979.99999999997,32.25576,8.0,4893.8099999999995,0.724165,3.0,42.719,0.00632137,1.0,1379.75,0.204169,1.0,resnet18.onnx
455085.4,66.62313999999999,9.0,683074.016,99.99999449,23.0,974.452,0.142657,1.0,220477.3,32.27722,8.0,5116.23,0.749001,3.0,42.634,0.00624149,1.0,1378.0,0.201735,1.0,resnet18.onnx
422384.6,65.24135,9.0,647418.957,100.00003161,23.0,983.485,0.151908,1.0,217705.1,33.62661,8.0,4929.97,0.7614799999999999,3.0,40.882,0.00631461,1.0,1374.92,0.212369,1.0,resnet18.onnx
455796.8,66.72947,9.0,683051.1019999998,99.99994565,23.0,980.261,0.143512,1.0,219928.40000000002,32.19795,8.0,4924.59,0.720969,3.0,42.941,0.00628665,1.0,1378.11,0.201758,1.0,resnet18.onnx
450366.3,66.74113999999999,9.0,674796.1980000001,100.00006807999998,23.0,980.645,0.145325,1.0,217032.2,32.162639999999996,8.0,5004.12,0.741576,3.0,39.773,0.00589408,1.0,1373.16,0.203493,1.0,resnet18.onnx
453721.9,66.53957,9.0,681882.7250000001,99.99999303,23.0,977.195,0.143308,1.0,220624.5,32.3552,8.0,5134.01,0.7529170000000001,3.0,40.92,0.00600103,1.0,1384.2,0.202997,1.0,resnet18.onnx
422073.69999999995,65.24265,9.0,646929.1,99.99998945,23.0,984.429,0.15217,1.0,217438.3,33.61083,8.0,5014.96,0.775195,3.0,41.801,0.00646145,1.0,1375.91,0.212683,1.0,resnet18.onnx
454757.39999999997,66.66744999999999,9.0,682128.843,100.00007167999999,23.0,983.161,0.144131,1.0,219976.59999999998,32.24854,8.0,4993.389999999999,0.73203,3.0,43.122,0.00632168,1.0,1375.17,0.201599,1.0,resnet18.onnx
450714.30000000005,66.66376000000001,9.0,676101.5079999999,100.00003593000001,23.0,981.845,0.145221,1.0,218001.69999999998,32.24391,8.0,4980.24,0.7366109999999999,3.0,41.573,0.00614893,1.0,1381.85,0.204385,1.0,resnet18.onnx
454657.6,66.70405999999998,9.0,681603.8080000002,99.99997389,23.0,983.802,0.144336,1.0,219613.0,32.22004,8.0,4925.6,0.722648,3.0,40.766,0.00598089,1.0,1383.04,0.202909,1.0,resnet18.onnx
422097.8,65.26028000000001,9.0,646791.088,99.99997995,23.0,981.101,0.151687,1.0,217225.7,33.585139999999996,8.0,5078.47,0.78518,3.0,42.067,0.00650395,1.0,1365.95,0.211189,1.0,resnet18.onnx
455149.6,66.60225,9.0,683385.5979999999,100.00004930000001,23.0,985.297,0.144179,1.0,220781.0,32.30691,8.0,5079.16,0.743233,3.0,40.561,0.0059353,1.0,1349.98,0.197542,1.0,resnet18.onnx
452691.1,66.88698999999998,9.0,676800.2329999999,100.00004438999999,23.0,980.84,0.144923,1.0,216855.09999999998,32.04124,8.0,4880.51,0.7211160000000001,3.0,40.543,0.00599039,1.0,1352.14,0.199785,1.0,resnet18.onnx
454814.0,66.62245,9.0,682672.678,99.99990801999999,23.0,983.005,0.143994,1.0,220363.1,32.27948,8.0,5089.58,0.745539,3.0,40.073,0.00587002,1.0,1382.92,0.202575,1.0,resnet18.onnx
422271.19999999995,65.27789000000001,9.0,646882.573,99.99999699000001,23.0,985.814,0.152395,1.0,217423.09999999998,33.61089,8.0,4792.5199999999995,0.740863,3.0,42.319,0.00654199,1.0,1367.62,0.211417,1.0,resnet18.onnx
452360.3,66.52350000000001,9.0,680001.23,100.00007339999999,23.0,981.184,0.144292,1.0,220379.8,32.40876,8.0,4866.950000000001,0.715728,3.0,42.156,0.0061994,1.0,1370.84,0.201594,1.0,resnet18.onnx
452647.7,66.92014,9.0,676399.299,99.99994608000002,23.0,980.322,0.144933,1.0,216598.3,32.02224999999999,8.0,4752.71,0.702649,3.0,41.917,0.00619708,1.0,1378.35,0.203777,1.0,resnet18.onnx
455876.10000000003,66.69864,9.0,683486.0460000001,99.99995983999999,23.0,982.135,0.143695,1.0,220452.0,32.25404999999999,8.0,4755.38,0.6957530000000001,3.0,42.211,0.00617584,1.0,1378.22,0.201646,1.0,resnet18.onnx
424008.2,65.33662,9.0,648959.6329999999,99.99998220999998,23.0,980.332,0.151062,1.0,217525.5,33.51908,8.0,5027.5,0.774701,3.0,41.431,0.00638421,1.0,1376.67,0.212135,1.0,resnet18.onnx
456050.50000000006,66.71271,9.0,683603.635,100.00000767000002,23.0,980.98,0.143501,1.0,220295.6,32.22564,8.0,4853.81,0.710032,3.0,42.805,0.00626167,1.0,1379.94,0.201863,1.0,resnet18.onnx
