aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_nnconv2dnnbiasaddadd,aggregated_percentage_nnconv2dnnbiasaddadd,aggregated_count_nnconv2dnnbiasaddadd,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
52972.87999999998,64.419852,35.0,82230.71199999998,100.00002699999996,54.0,7505.228,9.127035,7.0,18200.108,22.132984999999998,10.0,91.946,0.111815,1.0,3460.55,4.20834,1.0,mnasnet0_75.onnx
52958.273,64.676986,35.0,81881.088,99.99993900000004,54.0,7547.381,9.217494,7.0,17828.622,21.773804,10.0,91.842,0.112165,1.0,3454.97,4.21949,1.0,mnasnet0_75.onnx
53037.68700000001,64.57263599999999,35.0,82136.58400000002,100.00005000000004,54.0,7459.253000000001,9.081526,7.0,18090.001,22.024262,10.0,91.653,0.111586,1.0,3457.99,4.21004,1.0,mnasnet0_75.onnx
52432.251999999986,64.43515800000002,35.0,81372.10600000001,99.99998800000002,54.0,7553.031,9.282097,7.0,17848.735999999997,21.934705,10.0,89.207,0.109628,1.0,3448.88,4.2384,1.0,mnasnet0_75.onnx
52982.003000000004,64.83082199999998,35.0,81723.43900000001,99.99998599999999,54.0,7492.3550000000005,9.167925,7.0,17716.846999999998,21.679056,10.0,90.274,0.110463,1.0,3441.96,4.21172,1.0,mnasnet0_75.onnx
52979.92899999999,64.56108800000003,35.0,82061.71099999998,100.00000700000002,54.0,7524.838,9.169723000000001,7.0,18007.492,21.943858,10.0,92.162,0.112308,1.0,3457.29,4.21303,1.0,mnasnet0_75.onnx
53028.688,64.49938100000001,35.0,82215.78699999998,99.99998199999997,54.0,7534.084,9.163776,7.0,18111.638,22.029401,10.0,91.427,0.111204,1.0,3449.95,4.19622,1.0,mnasnet0_75.onnx
52348.76599999999,64.19861399999999,35.0,81541.92299999998,100.000039,54.0,7434.217,9.117054,7.0,18218.103,22.342015999999997,10.0,91.877,0.112675,1.0,3448.96,4.22968,1.0,mnasnet0_75.onnx
53052.213,64.69195900000001,35.0,82007.45800000004,100.00002500000001,54.0,7472.548,9.112029,7.0,17951.016,21.889501999999997,10.0,90.721,0.110625,1.0,3440.96,4.19591,1.0,mnasnet0_75.onnx
52998.61,64.452594,35.0,82228.74,99.99995600000001,54.0,7595.138000000001,9.236603,7.0,18094.02,22.004515,10.0,89.172,0.108444,1.0,3451.8,4.1978,1.0,mnasnet0_75.onnx
