aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenatemultiplyaddnnrelu,aggregated_percentage_concatenatemultiplyaddnnrelu,aggregated_count_concatenatemultiplyaddnnrelu,aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,aggregated_duration_nnpad,aggregated_percentage_nnpad,aggregated_count_nnpad,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
656985.1200000001,47.9089398,99.0,1371321.3830000006,100.00003879,311.0,975.571,0.071141,1.0,44902.280000000006,3.2743822100000006,102.0,661044.0719999998,48.2049043,101.0,1010.136,0.0736616,3.0,534.318,0.03896382,3.0,131.346,0.00957806,1.0,5738.54,0.418468,1.0,densenet201.onnx
659547.1799999998,47.935101199999984,99.0,1375918.3340000014,100.00002852000004,311.0,974.611,0.0708335,1.0,44865.12199999999,3.260740130000001,102.0,663135.5969999995,48.195834600000005,101.0,1011.167,0.07349030000000001,3.0,527.4839999999999,0.038336770000000006,3.0,131.373,0.00954802,1.0,5725.8,0.416144,1.0,densenet201.onnx
660208.8200000003,48.05555600000001,99.0,1373845.2060000007,99.99999701000007,311.0,982.197,0.0714925,1.0,44889.79200000001,3.2674561900000003,102.0,660329.6190000001,48.06432649999997,101.0,1011.1599999999999,0.0736007,3.0,539.621,0.0392782,3.0,131.627,0.00958092,1.0,5752.37,0.418706,1.0,densenet201.onnx
577277.2400000002,44.7017543,99.0,1291396.7300000011,99.99998570000007,311.0,980.508,0.0759262,1.0,44949.39500000002,3.480680400000001,102.0,660761.13,51.16639830000003,101.0,1012.7790000000001,0.0784251,3.0,543.21,0.0420638,3.0,129.548,0.0100316,1.0,5742.92,0.444706,1.0,densenet201.onnx
657541.3000000002,48.01931330000001,99.0,1369326.6050000004,100.00002050000006,311.0,981.577,0.0716832,1.0,44859.946,3.27606051,102.0,658510.6900000003,48.09013520000004,101.0,1011.2520000000001,0.07385040000000001,3.0,540.739,0.03948943,3.0,133.721,0.00976546,1.0,5747.38,0.419723,1.0,densenet201.onnx
657943.4200000004,47.93570689999999,99.0,1372553.7669999981,99.9999955800001,311.0,987.318,0.0719329,1.0,44887.62000000002,3.2703731100000004,102.0,661318.3800000001,48.181601599999986,101.0,999.31,0.0728066,3.0,541.876,0.039479429999999996,3.0,134.003,0.00976304,1.0,5741.84,0.418332,1.0,densenet201.onnx
660546.9700000002,48.06648070000001,99.0,1374236.0369999988,99.99999054999998,311.0,982.343,0.0714829,1.0,44915.691999999995,3.2684119099999998,102.0,660386.8519999995,48.05482940000002,101.0,1006.5989999999999,0.0732478,3.0,535.403,0.03896003,3.0,129.258,0.00940581,1.0,5732.92,0.417172,1.0,densenet201.onnx
578295.25,44.63500109999999,99.0,1295610.2209999997,100.00004766000005,311.0,980.092,0.0756471,1.0,44996.197,3.4729720599999983,102.0,663914.497,51.243401999999996,101.0,1010.5020000000002,0.07799429999999999,3.0,541.1569999999999,0.0417685,3.0,134.026,0.0103446,1.0,5738.5,0.442918,1.0,densenet201.onnx
660179.4400000001,47.919371399999974,99.0,1377686.994,99.99995460000008,311.0,980.46,0.0711671,1.0,44922.021,3.2606830099999997,102.0,664182.9819999997,48.20999739999999,101.0,1014.686,0.0736515,3.0,542.933,0.039409070000000004,3.0,134.092,0.00973312,1.0,5730.38,0.415942,1.0,densenet201.onnx
660759.32,48.01338189999996,99.0,1376196.4980000001,99.99993045000008,311.0,983.32,0.071452,1.0,44922.788,3.2642716699999985,102.0,662107.768,48.11141830000002,101.0,1013.005,0.073609,3.0,538.838,0.039154129999999995,3.0,134.089,0.00974345,1.0,5737.37,0.4169,1.0,densenet201.onnx
