aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_nnconv2dnnbiasaddaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddaddnnrelu,aggregated_count_nnconv2dnnbiasaddaddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
5855886.749999999,94.41159350000004,33.0,6202508.135999998,99.99999786000004,56.0,979.504,0.0157921,1.0,107981.11,1.7409270000000001,4.0,235366.19999999998,3.794691,16.0,139.362,0.00224686,1.0,2155.21,0.0347474,1.0,wide_resnet50_2.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
6056276.87,94.57717319999998,33.0,6403528.8319999995,99.99999170000001,56.0,976.417,0.0152481,1.0,108382.7,1.692544,4.0,235571.8,3.6787800000000006,16.0,140.205,0.0021895,1.0,2180.84,0.0340569,1.0,wide_resnet50_2.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5855299.0200000005,94.39009069999999,33.0,6203295.459000001,99.99995445000003,56.0,972.329,0.0156744,1.0,109233.15,1.760888,4.0,235466.50000000003,3.7958299999999996,16.0,140.57,0.00226605,1.0,2183.89,0.0352053,1.0,wide_resnet50_2.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
6061530.120000001,94.61041829999996,33.0,6406836.905000002,100.00007851999996,56.0,976.229,0.0152373,1.0,107078.34,1.671314,4.0,234930.0,3.6668629999999998,16.0,143.066,0.00223302,1.0,2179.15,0.0340129,1.0,wide_resnet50_2.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5888420.950000001,94.4517947,33.0,6234314.115999999,100.00000397999999,56.0,972.412,0.0155977,1.0,107458.85,1.7236669999999998,4.0,235142.7,3.771744,16.0,140.564,0.00225468,1.0,2178.64,0.0349459,1.0,wide_resnet50_2.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
6069348.620000001,94.6169903,33.0,6414646.423000001,99.99994713000001,56.0,979.405,0.0152683,1.0,107002.09999999999,1.668091,4.0,234998.4,3.6634629999999992,16.0,144.338,0.00225013,1.0,2173.56,0.0338844,1.0,wide_resnet50_2.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5860060.94,94.42619099999996,33.0,6205966.426000003,99.99994704999995,56.0,979.028,0.0157756,1.0,107134.20000000001,1.726309,4.0,235479.7,3.7944080000000007,16.0,137.608,0.00221735,1.0,2174.95,0.0350461,1.0,wide_resnet50_2.onnx
