aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nndenseaddnnrelu,aggregated_percentage_nndenseaddnnrelu,aggregated_count_nndenseaddnnrelu,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
1963356.0,45.61890999999999,13.0,4303817.586,100.00005551299999,22.0,4281.937,0.09949137999999999,5.0,40.849,0.000949133,1.0,2329957.0,54.13707,2.0,6181.8,0.143635,1.0,vgg16_bn.onnx
0.0,nan,13.0,0.0,nan,22.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
1968111.2,45.60708,13.0,4315364.14,100.000045587,22.0,4328.418000000001,0.10030253,5.0,41.732,0.000967057,1.0,2336589.0,54.14585,2.0,6293.79,0.145846,1.0,vgg16_bn.onnx
0.0,nan,13.0,0.0,nan,22.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
1965836.2,45.816779999999994,13.0,4290652.489,100.000020955,22.0,4309.82,0.10044691,5.0,42.179,0.000983045,1.0,2314169.0,53.93509,2.0,6295.29,0.146721,1.0,vgg16_bn.onnx
0.0,nan,13.0,0.0,nan,22.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
1966611.3,45.56531,13.0,4316033.149,99.99998999400002,22.0,4304.508000000001,0.09973288999999999,5.0,40.791,0.000945104,1.0,2338788.0,54.1883,2.0,6288.55,0.145702,1.0,vgg16_bn.onnx
0.0,nan,13.0,0.0,nan,22.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
1964794.2,45.73803999999999,13.0,4295759.961,100.000032373,22.0,4268.3679999999995,0.09936228,5.0,40.513,0.000943093,1.0,2320353.0,54.01494,2.0,6303.88,0.146747,1.0,vgg16_bn.onnx
0.0,nan,13.0,0.0,nan,22.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
1966389.4000000001,45.56723,13.0,4315356.806,99.99995853400002,22.0,4302.1720000000005,0.09969449,5.0,41.904,0.000971044,1.0,2338331.0,54.18625,2.0,6292.33,0.145813,1.0,vgg16_bn.onnx
0.0,nan,13.0,0.0,nan,22.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
1963364.1,45.56621,13.0,4308812.5600000005,99.999953107,22.0,4276.9439999999995,0.09926027999999999,5.0,42.736,0.000991827,1.0,2334834.0,54.187400000000004,2.0,6294.78,0.146091,1.0,vgg16_bn.onnx
0.0,nan,13.0,0.0,nan,22.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
