aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_concatenatereshapetransposereshape,aggregated_percentage_concatenatereshapetransposereshape,aggregated_count_concatenatereshapetransposereshape,aggregated_duration_stridedslice,aggregated_percentage_stridedslice,aggregated_count_stridedslice,aggregated_duration_stridedsliceconcatenatereshapetransposereshape,aggregated_percentage_stridedsliceconcatenatereshapetransposereshape,aggregated_count_stridedsliceconcatenatereshapetransposereshape,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
173978.223,89.82752400000004,37.0,193680.311,99.99999500000006,88.0,365.181,0.188548,1.0,11700.953,6.041372000000001,19.0,868.231,0.44828090000000004,3.0,891.3290000000002,0.4602064999999999,13.0,3642.6209999999996,1.8807392,13.0,140.233,0.0724044,1.0,2093.54,1.08092,1.0,shufflenet_v2_x2_0.onnx
173831.473,89.818003,37.0,193537.43999999997,99.9999989,88.0,370.871,0.191628,1.0,11709.271,6.050135999999999,19.0,867.216,0.44808760000000003,3.0,884.521,0.45702840000000006,13.0,3643.364,1.8825101000000002,13.0,140.384,0.0725358,1.0,2090.34,1.08007,1.0,shufflenet_v2_x2_0.onnx
174017.775,89.84832100000003,37.0,193679.47300000003,99.99998130000004,88.0,370.304,0.191194,1.0,11654.64,6.017487,19.0,870.0150000000001,0.4492034,3.0,889.234,0.4591266,13.0,3643.6590000000006,1.8812818000000002,13.0,138.476,0.0714975,1.0,2095.37,1.08187,1.0,shufflenet_v2_x2_0.onnx
177337.435,89.98993799999998,37.0,197063.70799999998,100.0000363,88.0,366.061,0.185758,1.0,11738.851,5.956878,19.0,867.5640000000001,0.44024499999999994,3.0,890.2149999999998,0.4517396,13.0,3639.5979999999995,1.8469137000000002,13.0,139.194,0.070634,1.0,2084.79,1.05793,1.0,shufflenet_v2_x2_0.onnx
173962.54800000004,89.80670500000002,37.0,193707.73699999996,99.99999020000003,88.0,370.065,0.191043,1.0,11743.981,6.062726,19.0,868.2570000000001,0.4482299,3.0,892.6800000000001,0.4608384,13.0,3642.4449999999993,1.8803819000000002,13.0,140.721,0.072646,1.0,2087.04,1.07742,1.0,shufflenet_v2_x2_0.onnx
174058.973,89.837095,37.0,193749.50100000005,99.99996900000004,88.0,369.01,0.190457,1.0,11695.454000000002,6.036375,19.0,866.942,0.4474551,3.0,892.9800000000001,0.46089399999999997,13.0,3643.165,1.8803474999999998,13.0,140.227,0.0723754,1.0,2082.75,1.07497,1.0,shufflenet_v2_x2_0.onnx
174423.19,89.86477300000003,37.0,194095.18899999995,100.00001069999999,88.0,369.318,0.190277,1.0,11681.938999999997,6.018667999999999,19.0,866.557,0.4464599,3.0,882.1139999999999,0.45447489999999996,13.0,3642.6099999999997,1.8767126,13.0,141.001,0.0726453,1.0,2088.46,1.076,1.0,shufflenet_v2_x2_0.onnx
177121.73800000004,89.95477399999999,37.0,196900.93300000008,100.0000268,88.0,375.131,0.190518,1.0,11771.202,5.978234,19.0,868.9,0.4412887,3.0,889.7660000000001,0.45188519999999993,13.0,3645.638,1.8515093,13.0,139.598,0.0708976,1.0,2088.96,1.06092,1.0,shufflenet_v2_x2_0.onnx
174248.947,89.84421299999998,37.0,193945.689,100.00002129999997,88.0,369.161,0.190343,1.0,11707.465999999999,6.036468999999999,19.0,867.0699999999999,0.4470689,3.0,892.4550000000002,0.4601573000000001,13.0,3642.616,1.8781638999999994,13.0,140.254,0.0723162,1.0,2077.72,1.07129,1.0,shufflenet_v2_x2_0.onnx
174028.52899999998,89.81554699999998,37.0,193762.07299999992,99.99996790000004,88.0,370.5,0.191214,1.0,11730.098999999998,6.053869000000001,19.0,869.4590000000001,0.44872429999999996,3.0,886.9040000000001,0.4577283999999999,13.0,3638.68,1.8779105,13.0,136.902,0.0706547,1.0,2101.0,1.08432,1.0,shufflenet_v2_x2_0.onnx
173805.512,89.79935399999998,37.0,193548.711,99.99998779999999,88.0,368.837,0.190565,1.0,11757.524000000001,6.074706,19.0,867.654,0.4482871,3.0,891.661,0.4606904999999999,13.0,3638.168000000001,1.8797161,13.0,140.805,0.0727491,1.0,2078.55,1.07392,1.0,shufflenet_v2_x2_0.onnx
176894.806,89.98034100000001,37.0,196592.71199999997,99.99999439999999,88.0,367.121,0.186742,1.0,11710.176999999998,5.956565,19.0,869.0070000000001,0.4420338,3.0,888.084,0.4517378000000001,13.0,3640.5559999999996,1.851827,13.0,138.161,0.0702778,1.0,2084.8,1.06047,1.0,shufflenet_v2_x2_0.onnx
174110.217,89.839932,37.0,193800.50000000003,100.0000087,88.0,370.664,0.191261,1.0,11703.868,6.039129999999998,19.0,868.284,0.4480299,3.0,886.814,0.45759099999999997,13.0,3640.779,1.8786219,13.0,140.104,0.0722929,1.0,2079.77,1.07315,1.0,shufflenet_v2_x2_0.onnx
174040.73099999997,89.82712899999999,37.0,193750.70700000005,99.99997699999993,88.0,371.292,0.191634,1.0,11713.362,6.045580000000002,19.0,867.215,0.4475937,3.0,887.7570000000001,0.4581955999999999,13.0,3641.6289999999995,1.8795425000000001,13.0,138.381,0.0714222,1.0,2090.34,1.07888,1.0,shufflenet_v2_x2_0.onnx
173945.625,89.82277799999999,37.0,193654.2919999999,100.00001789999997,88.0,367.141,0.189586,1.0,11706.975000000002,6.045291999999999,19.0,869.079,0.4487779,3.0,897.9459999999999,0.46368489999999996,13.0,3643.4649999999997,1.8814283,13.0,139.181,0.0718708,1.0,2084.88,1.0766,1.0,shufflenet_v2_x2_0.onnx
177022.85299999997,89.97385299999999,37.0,196749.25199999998,100.00000830000002,88.0,367.421,0.186746,1.0,11704.548999999999,5.948962000000001,19.0,869.3100000000001,0.44183680000000003,3.0,894.253,0.4545142,13.0,3644.9119999999994,1.8525675,13.0,138.214,0.0702488,1.0,2107.74,1.07128,1.0,shufflenet_v2_x2_0.onnx
174028.81200000003,89.82931099999998,37.0,193732.77,100.00000099999995,88.0,371.005,0.191503,1.0,11702.914000000002,6.040755000000002,19.0,868.628,0.4483642,3.0,891.1510000000001,0.4599897,13.0,3644.0220000000004,1.8809521999999999,13.0,137.368,0.0709059,1.0,2088.87,1.07822,1.0,shufflenet_v2_x2_0.onnx
174276.427,89.82767999999999,37.0,194012.019,100.00003559999996,88.0,371.454,0.191459,1.0,11734.456999999997,6.048315,19.0,866.0790000000001,0.4464043999999999,3.0,886.442,0.4569006,13.0,3642.4399999999996,1.87743,13.0,142.34,0.0733666,1.0,2092.38,1.07848,1.0,shufflenet_v2_x2_0.onnx
174545.03900000002,89.86569999999999,37.0,194228.80100000004,100.000017,88.0,370.551,0.190781,1.0,11690.447,6.018908000000001,19.0,868.495,0.4471504,3.0,890.5949999999999,0.4585287,13.0,3636.4359999999997,1.8722431999999998,13.0,139.448,0.0717957,1.0,2087.79,1.07491,1.0,shufflenet_v2_x2_0.onnx
176843.95,89.98122899999997,37.0,196534.248,99.9999888,88.0,371.022,0.188782,1.0,11701.811000000002,5.954083999999998,19.0,868.126,0.44171699999999997,3.0,887.4680000000001,0.4515588,13.0,3642.231,1.8532293,13.0,138.22,0.0703287,1.0,2081.42,1.05906,1.0,shufflenet_v2_x2_0.onnx
173701.69099999996,89.80272800000003,37.0,193425.84499999997,99.99999640000007,88.0,374.648,0.193691,1.0,11733.869999999999,6.066341999999999,19.0,867.497,0.44849100000000003,3.0,892.7900000000001,0.46156709999999995,13.0,3641.714,1.8827431000000001,13.0,138.385,0.0715442,1.0,2075.25,1.07289,1.0,shufflenet_v2_x2_0.onnx
173979.36099999998,89.82588099999998,37.0,193685.109,99.99999179999995,88.0,370.285,0.191179,1.0,11708.804000000002,6.045272999999998,19.0,868.24,0.4482741,3.0,893.1550000000001,0.46113770000000004,13.0,3641.9199999999996,1.8803301999999995,13.0,139.544,0.0720468,1.0,2083.8,1.07587,1.0,shufflenet_v2_x2_0.onnx
173901.70399999997,89.805361,37.0,193642.94199999995,100.00000920000001,88.0,369.963,0.191054,1.0,11738.063000000004,6.061698999999999,19.0,868.004,0.4482492,3.0,895.666,0.4625347999999999,13.0,3643.674,1.8816441999999995,13.0,139.088,0.071827,1.0,2086.78,1.07764,1.0,shufflenet_v2_x2_0.onnx
