aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_rsqrt,aggregated_percentage_rsqrt,aggregated_count_rsqrt,aggregated_duration_multiply,aggregated_percentage_multiply,aggregated_count_multiply,aggregated_duration_negative,aggregated_percentage_negative,aggregated_count_negative,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
1591101.0700000003,93.06296399999998,104.0,1709702.8540000017,99.99994583679997,1139.0,48385.78399999994,2.8300700941,346.0,249.8540000000001,0.014613889800000002,104.0,25930.762000000017,1.5166819341,312.0,257.54099999999994,0.0150634988,104.0,22313.952999999998,1.3051369400000001,100.0,1022.79,0.0598224,1.0,18107.756000000005,1.0591170400000007,66.0,156.524,0.00915504,1.0,2176.82,0.127321,1.0,resnet101-v1-7.onnx
1590887.9800000002,93.13856899999998,104.0,1708087.7309999985,100.00002798660002,1139.0,47845.645000000084,2.8011228789,346.0,261.6480000000001,0.015318176,104.0,25532.901999999995,1.494823579999999,312.0,250.4160000000001,0.0146606017,104.0,21709.214999999997,1.2709665500000003,100.0,1034.8,0.0605823,1.0,17952.659,1.05103803,66.0,146.176,0.00855787,1.0,2466.29,0.144389,1.0,resnet101-v1-7.onnx
1601637.0999999996,93.238705,104.0,1717782.1950000008,100.00004533770002,1139.0,47408.91900000005,2.7598930370999986,346.0,254.80199999999996,0.014833194,104.0,25122.388999999985,1.462489494999999,312.0,251.85299999999995,0.014661521600000001,104.0,21768.613,1.26725084,100.0,1027.88,0.0598375,1.0,17931.701999999997,1.0438863100000002,66.0,149.197,0.00868544,1.0,2229.74,0.129803,1.0,resnet101-v1-7.onnx
1596387.2800000003,93.0898680000001,104.0,1714888.8720000007,100.00002748570006,1139.0,48340.04400000003,2.818842652200001,346.0,257.97900000000004,0.015043481000000004,104.0,25996.05299999999,1.5159034622999985,312.0,249.97299999999984,0.014576630200000003,104.0,22131.815999999995,1.2905687300000008,100.0,1017.37,0.0593257,1.0,18143.754,1.0580127799999997,66.0,152.043,0.00886605,1.0,2212.56,0.12902,1.0,resnet101-v1-7.onnx
1594884.4300000004,93.133126,104.0,1712477.8799999983,99.99998797690017,1139.0,48313.935,2.8212903267000002,346.0,258.444,0.015091814000000005,104.0,25782.299999999977,1.5055551865000014,312.0,251.28900000000002,0.014673999700000004,104.0,21526.895999999993,1.2570620000000001,100.0,1014.59,0.0592468,1.0,18056.667999999998,1.0544172699999999,66.0,153.328,0.00895358,1.0,2236.0,0.130571,1.0,resnet101-v1-7.onnx
1568433.84,93.02488200000002,104.0,1686037.212,100.00001639380001,1139.0,48378.628999999986,2.869368765599997,346.0,252.915,0.015000555999999993,104.0,25978.549000000028,1.5408048762000002,312.0,259.4460000000001,0.015387916,104.0,21415.525999999998,1.2701688499999997,100.0,1016.16,0.0602694,1.0,17886.333000000002,1.0608506400000004,66.0,152.104,0.00902139,1.0,2263.71,0.134262,1.0,resnet101-v1-7.onnx
1597314.5299999996,93.18925800000001,104.0,1714054.236999996,99.99999053050001,1139.0,47965.738000000034,2.7983777550999993,346.0,267.80799999999994,0.015624237000000004,104.0,25386.842000000015,1.4810980227999992,312.0,249.536,0.014558235600000004,104.0,21768.517000000014,1.2700012000000003,100.0,1020.53,0.0595391,1.0,17705.190999999995,1.03294214,66.0,154.125,0.00899184,1.0,2221.42,0.1296,1.0,resnet101-v1-7.onnx
1590129.0300000003,93.16555400000001,104.0,1706779.078000001,100.00006723310024,1139.0,47424.21499999999,2.778578831799997,346.0,253.04199999999986,0.014825704000000002,104.0,25670.69700000002,1.5040433360999999,312.0,253.51399999999995,0.014853361200000003,104.0,21769.667000000012,1.2754824800000002,100.0,1023.08,0.0599422,1.0,17821.898999999998,1.0441828800000001,66.0,152.184,0.00891644,1.0,2281.75,0.133688,1.0,resnet101-v1-7.onnx
1590829.0800000005,93.08904700000002,104.0,1708931.9530000002,99.99996509680007,1139.0,48739.53400000002,2.8520462305999996,346.0,250.53199999999998,0.014660148000000001,104.0,25827.097999999973,1.5113012290000005,312.0,253.08700000000005,0.014809659200000007,104.0,21647.223,1.2667110499999998,100.0,1021.45,0.0597711,1.0,17989.757000000005,1.0526899800000002,66.0,153.662,0.0089917,1.0,2220.53,0.129937,1.0,resnet101-v1-7.onnx
1578274.4300000002,93.04290099999999,104.0,1696286.3450000011,99.99997620409998,1139.0,48507.488999999965,2.859628415599999,346.0,257.07899999999995,0.015155401000000004,104.0,26024.98700000002,1.5342337582,312.0,251.474,0.014824979300000004,104.0,21544.293999999998,1.2700852199999997,100.0,1021.12,0.0601975,1.0,17989.822999999993,1.0605419099999998,66.0,149.969,0.00884102,1.0,2265.68,0.133567,1.0,resnet101-v1-7.onnx
1593638.5399999996,93.16719299999998,104.0,1710514.1489999993,99.99997103470005,1139.0,47859.226999999984,2.7979457690000005,346.0,257.029,0.015026419999999995,104.0,25618.054,1.497681363500002,312.0,249.6150000000001,0.014592982200000004,104.0,21647.521,1.2655562999999994,100.0,1021.13,0.0596973,1.0,17914.377999999997,1.04730962,66.0,148.905,0.00870528,1.0,2159.75,0.126263,1.0,resnet101-v1-7.onnx
