aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_rsqrt,aggregated_percentage_rsqrt,aggregated_count_rsqrt,aggregated_duration_multiply,aggregated_percentage_multiply,aggregated_count_multiply,aggregated_duration_negative,aggregated_percentage_negative,aggregated_count_negative,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
980142.44,92.80235400000001,53.0,1056161.0079999994,99.99998511199992,578.0,30791.178000000025,2.915386427999996,176.0,128.483,0.012165102,53.0,16910.371,1.6011179650000007,159.0,127.33800000000002,0.012056687000000003,53.0,13727.483000000002,1.2997524399999996,49.0,1020.09,0.096585,1.0,10991.013999999996,1.04065699,32.0,146.981,0.0139165,1.0,2175.63,0.205994,1.0,resnet50-v1-7.onnx
984215.9199999998,92.63811,53.0,1062430.703999999,99.99997667000001,578.0,31695.57600000001,2.983305950999999,176.0,133.10399999999998,0.012528243,53.0,17457.348999999995,1.6431502670000002,159.0,125.54899999999998,0.011817139000000004,53.0,14289.677999999998,1.3449979499999993,49.0,1036.47,0.0975561,1.0,11185.856999999996,1.0528547200000002,32.0,154.141,0.0145083,1.0,2137.06,0.201148,1.0,resnet50-v1-7.onnx
982024.8900000001,92.74835399999998,53.0,1058806.03,100.000024692,578.0,30987.806000000004,2.926675728,176.0,128.339,0.012121107999999998,53.0,17348.806000000004,1.6385246880000004,159.0,121.54199999999999,0.011479157999999998,53.0,13876.252000000002,1.3105559500000001,49.0,1012.06,0.095585,1.0,10926.987000000003,1.0320091599999999,32.0,154.458,0.0145879,1.0,2224.89,0.210132,1.0,resnet50-v1-7.onnx
975136.3499999997,92.71415100000002,53.0,1051766.4409999999,100.00000063599998,578.0,30947.818000000017,2.9424627890000004,176.0,125.82799999999995,0.011963498,53.0,17117.024999999987,1.6274552040000003,159.0,124.63600000000001,0.011850165000000001,53.0,14004.958999999995,1.33156611,49.0,1034.77,0.0983844,1.0,10944.01,1.0405364700000002,32.0,150.665,0.014325,1.0,2180.38,0.207306,1.0,resnet50-v1-7.onnx
977792.7799999999,92.70767300000001,53.0,1054704.998999999,99.99996951799996,578.0,31131.379999999994,2.9516661120000007,176.0,126.633,0.012006481,53.0,17028.283000000003,1.6145075139999998,159.0,125.73699999999998,0.011921530999999999,53.0,14073.214,1.3343266800000007,49.0,1020.99,0.0968033,1.0,11039.717999999995,1.0467119999999999,32.0,158.184,0.0149979,1.0,2208.08,0.209355,1.0,resnet50-v1-7.onnx
981034.87,92.66914799999998,53.0,1058641.7959999994,99.99994915099995,578.0,31393.871,2.965485372000004,176.0,131.44899999999998,0.012416762000000001,53.0,17476.43600000001,1.6508354100000011,159.0,126.38999999999999,0.011938887000000004,53.0,13968.688999999991,1.3194912100000002,49.0,1023.82,0.0967111,1.0,11220.817999999997,1.05992671,32.0,154.813,0.0146237,1.0,2110.64,0.199372,1.0,resnet50-v1-7.onnx
977948.5299999999,92.75202100000003,53.0,1054369.5279999995,100.00004998200002,578.0,30870.501999999997,2.9278648490000014,176.0,128.68,0.012204451999999996,53.0,16824.90600000001,1.5957312530000003,159.0,121.22200000000001,0.011497108,53.0,14069.748999999994,1.3344220600000003,49.0,1028.9,0.0975848,1.0,11018.555,1.04503726,32.0,152.074,0.0144232,1.0,2206.41,0.209264,1.0,resnet50-v1-7.onnx
980802.7899999999,92.737792,53.0,1057608.7889999994,100.00002023000002,578.0,30975.394000000022,2.9288138399999966,176.0,126.48499999999996,0.011959523,53.0,17193.18000000001,1.6256642579999991,159.0,124.06500000000003,0.011730709,53.0,13959.494,1.3199097899999999,49.0,1011.0,0.0955928,1.0,11062.539000000002,1.0459953100000001,32.0,140.302,0.013266,1.0,2213.54,0.209296,1.0,resnet50-v1-7.onnx
981035.79,92.69987099999997,53.0,1058292.3130000003,99.99998468999998,578.0,30915.488999999998,2.921261200000001,176.0,129.167,0.012205234999999998,53.0,17500.299000000003,1.653635594999999,159.0,124.33300000000001,0.01174846,53.0,14106.702999999998,1.3329691100000003,49.0,1021.89,0.0965599,1.0,11092.854999999998,1.0481857900000002,32.0,149.287,0.0141064,1.0,2216.5,0.209442,1.0,resnet50-v1-7.onnx
983940.36,92.70497200000001,53.0,1061367.4579999996,100.00000794000002,578.0,31212.915,2.940821724000001,176.0,127.29,0.011993019000000002,53.0,17278.762,1.6279714199999997,159.0,126.94499999999998,0.011960517000000002,53.0,14130.938,1.3313919600000004,49.0,1025.8,0.096649,1.0,11193.016999999996,1.0545847,32.0,152.111,0.0143316,1.0,2179.32,0.205332,1.0,resnet50-v1-7.onnx
