aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_rsqrt,aggregated_percentage_rsqrt,aggregated_count_rsqrt,aggregated_duration_multiply,aggregated_percentage_multiply,aggregated_count_multiply,aggregated_duration_negative,aggregated_percentage_negative,aggregated_count_negative,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
976270.2300000003,92.61299600000001,53.0,1054139.2529999998,99.99997526499993,578.0,31290.566000000017,2.9683536220000017,176.0,134.89800000000002,0.012796981000000004,53.0,17548.512,1.6647240689999996,159.0,127.55199999999996,0.012100113000000003,53.0,14335.138000000003,1.3598908799999994,49.0,1021.41,0.0968953,1.0,11053.425999999994,1.0485743,32.0,150.141,0.014243,1.0,2207.38,0.209401,1.0,resnet50-v1-7.onnx
971905.3599999999,92.56328200000003,53.0,1049989.86,99.99997278200009,578.0,31570.370000000024,3.0067310930000017,176.0,128.73299999999998,0.012260403,53.0,17436.785999999986,1.660663121999999,159.0,129.189,0.012303834000000005,53.0,14258.120000000003,1.3579286300000004,49.0,1022.05,0.0973387,1.0,11216.668999999998,1.0682651,32.0,153.203,0.0145909,1.0,2169.38,0.206609,1.0,resnet50-v1-7.onnx
978513.6399999999,92.65206400000002,53.0,1056116.1169999992,99.99997547100007,578.0,31379.904,2.9712558260000006,176.0,127.85799999999999,0.012106434000000001,53.0,17408.389000000006,1.6483393370000015,159.0,125.85699999999999,0.011916964000000002,53.0,14095.930000000002,1.3346958699999998,49.0,1034.41,0.0979445,1.0,11098.764000000001,1.05090374,32.0,150.125,0.0142148,1.0,2181.24,0.206534,1.0,resnet50-v1-7.onnx
975977.0199999999,92.78913800000001,53.0,1051822.7549999994,100.00002701900006,578.0,30753.899000000005,2.9238674850000024,176.0,131.642,0.012515616,53.0,17012.279999999988,1.61741033,159.0,124.85299999999995,0.011870157999999999,53.0,13725.550000000001,1.3049301500000006,49.0,1022.99,0.0972588,1.0,10736.578999999998,1.02076108,32.0,156.862,0.0149134,1.0,2181.08,0.207362,1.0,resnet50-v1-7.onnx
973413.5399999998,92.83058700000002,53.0,1048591.6629999995,100.00002168500012,578.0,30169.806000000037,2.8771730460000007,176.0,125.921,0.012008578000000002,53.0,16918.531000000006,1.613452195,159.0,125.722,0.011989606,53.0,13801.192,1.3161635299999996,49.0,1020.83,0.0973528,1.0,10668.454999999998,1.0174069300000002,32.0,147.096,0.014028,1.0,2200.57,0.20986,1.0,resnet50-v1-7.onnx
974805.8300000003,92.796233,53.0,1050479.6660000007,99.99997421600004,578.0,30280.844999999983,2.8825727539999977,176.0,127.38200000000002,0.012126081999999998,53.0,16845.065999999995,1.60356003,159.0,124.56700000000001,0.011858110000000003,53.0,13991.126000000002,1.3318801,49.0,1024.64,0.0975404,1.0,10925.501,1.0400481400000001,32.0,153.849,0.0146456,1.0,2200.86,0.20951,1.0,resnet50-v1-7.onnx
977669.3800000004,92.64492899999999,53.0,1055285.6100000003,99.99993058099999,578.0,31366.22100000002,2.9722961399999996,176.0,133.28299999999996,0.012630044999999996,53.0,17079.143999999997,1.6184407930000007,159.0,124.45300000000002,0.011793303000000002,53.0,14342.600999999993,1.3591209899999999,49.0,1020.07,0.0966626,1.0,11217.489999999998,1.0629825099999997,32.0,148.808,0.0141012,1.0,2184.16,0.206974,1.0,resnet50-v1-7.onnx
977911.7699999998,92.65142399999999,53.0,1055473.893,99.999987135,578.0,31171.839000000007,2.953352368,176.0,127.17100000000002,0.012048712,53.0,17276.347999999987,1.636833129,159.0,130.13700000000003,0.012329725999999997,53.0,14313.723,1.3561433800000002,49.0,1019.98,0.096637,1.0,11180.537,1.0592913199999998,32.0,154.558,0.0146435,1.0,2187.83,0.207284,1.0,resnet50-v1-7.onnx
978384.3200000001,92.630043,53.0,1056227.710999999,99.9999879069999,578.0,31300.508000000005,2.963424172000001,176.0,129.675,0.012277184,53.0,17345.734000000008,1.6422357699999992,159.0,123.19500000000002,0.011663680999999997,53.0,14330.130999999998,1.3567275800000003,49.0,1020.74,0.0966398,1.0,11232.264,1.0634325199999997,32.0,150.694,0.0142672,1.0,2210.45,0.209277,1.0,resnet50-v1-7.onnx
969871.4000000001,92.63131599999998,53.0,1047022.5729999999,99.99994587399996,578.0,30924.586,2.953574509,176.0,127.22299999999997,0.012150938,53.0,17280.455000000005,1.6504397129999995,159.0,124.434,0.011884564,53.0,14133.457999999993,1.34987264,49.0,1021.33,0.0975459,1.0,11215.433000000003,1.07117461,32.0,153.284,0.01464,1.0,2170.97,0.207347,1.0,resnet50-v1-7.onnx
